image_id,algorithm,k,run,fitness_value,runtime_s,n_evals,thresholds,PSNR,SSIM,FSIM,Dice,IoU,Sensitivity,Specificity
BraTS20_Training_001_z67,GA,2,0,9.785510210468683,1.0091386009999894,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,1,9.785510210468683,0.9976023380000072,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,2,9.785510210468683,0.9972712800000068,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,3,9.785510210468683,0.9848627689999887,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,4,9.785510210468683,0.9854610689999959,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,5,9.785510210468683,0.9940672249999807,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,6,9.785510210468683,1.0010397440000247,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,7,9.785510210468683,1.0885704429999805,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,8,9.785510210468683,0.9918522259999918,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,9,9.785510210468683,0.990981277000003,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,10,9.785510210468683,0.993955590999974,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,11,9.785510210468683,0.9864862809999977,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,12,9.785510210468683,0.9786012789999745,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
BraTS20_Training_001_z67,GA,2,13,9.785510210468683,0.9993540880000182,7550,"107,184",18.68022497649437,0.8384425436170344,0.8841466064373028,0.5417908329785724,0.3715453483845854,0.3781695721077655,0.9999938704424015
