image_id,algorithm,k,run,fitness_value,runtime_s,n_evals,thresholds,PSNR,SSIM,FSIM,Dice,IoU,Sensitivity,Specificity
BraTS20_Training_015_z81,GOA,6,8,20.68620233069725,1.6380390990016167,10050,"5,47,107,173,217,238",30.516123304402345,0.9904499030188143,0.9341178337487698,0.2824031716986886,0.16441761363636365,0.16577157178660937,0.9999984337980391
BraTS20_Training_015_z81,GOA,6,9,20.860075470955113,1.6265390349981317,10050,"12,39,59,123,179,233",30.275708430371623,0.9898720510455676,0.9285829001446668,0.3476733977172959,0.2104144527098831,0.21267454350161116,0.9999979571278771
BraTS20_Training_015_z81,WOA,6,0,21.71121021990254,1.434147222997126,10050,"14,58,95,124,164,204",32.94186625130818,0.9945366689092854,0.9560988894670973,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,WOA,6,1,21.811084890422265,1.4499750209979538,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,WOA,6,2,21.801219932116332,1.3831088330007333,10050,"1,58,98,133,170,209",31.988199222508545,0.9931978152100854,0.9496584551491426,0.6435196195005946,0.4744039270687237,0.48442534908700324,0.9999959823514916
BraTS20_Training_015_z81,WOA,6,3,21.7432432585257,1.4034071960013534,10050,"1,29,58,110,151,202",31.179924239423308,0.9918238212242954,0.938223501981703,0.6929564622749032,0.5301709103592606,0.54421768707483,0.99999496091543
BraTS20_Training_015_z81,WOA,6,4,21.818395808845477,1.4338883320015157,10050,"1,58,95,124,163,204",32.212471778475724,0.9935348584264726,0.9529479184118235,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,WOA,6,5,21.739696138449332,1.3952349510000204,10050,"12,57,95,124,165,204",32.8790345801187,0.9944572791692552,0.955562762305713,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,WOA,6,6,21.76639278831143,1.409233481001138,10050,"8,58,105,139,175,211",31.74110034335346,0.9927906935005564,0.9441612496211667,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,WOA,6,7,21.777855652699024,1.4670926489998237,10050,"5,58,105,140,175,211",31.5608280447832,0.9924742395692556,0.9431943043188752,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,WOA,6,8,21.811084890422265,1.4099045639995893,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,WOA,6,9,21.744243678592685,1.3987051580006664,10050,"11,58,92,124,164,204",33.04105493825499,0.9946805990201776,0.9585408975083972,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,GWO,6,0,21.811084890422265,1.5917744770013087,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,GWO,6,1,21.819342913429256,1.6130496870027855,10050,"1,58,95,124,164,204",32.21111336062058,0.9935392435444438,0.9528953377455416,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,GWO,6,2,21.80361537787573,1.6000111260000267,10050,"1,58,103,135,171,209",31.583693380060915,0.9925508247231064,0.9448713179484779,0.6435196195005946,0.4744039270687237,0.48442534908700324,0.9999959823514916
BraTS20_Training_015_z81,GWO,6,3,21.801146029599963,1.5701459270021587,10050,"2,58,105,139,175,211",31.42054642191854,0.9922371559275137,0.9426079130273741,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,GWO,6,4,21.809404052606958,1.5975620019999042,10050,"2,58,95,124,164,204",32.26878618330097,0.9936261943182564,0.953048649417791,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,GWO,6,5,21.789549093581556,1.585040502002812,10050,"3,58,105,139,175,211",31.458663161857935,0.9923028852375146,0.9427326486702435,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,GWO,6,6,21.770502305640647,1.6892560890009918,10050,"6,58,105,139,175,211",31.626256082039696,0.9925973524885138,0.9436302979646886,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,GWO,6,7,21.75156409887725,1.5933590960012225,10050,"1,29,58,110,155,204",31.160331932838115,0.9917688677056703,0.9381157445607099,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,GWO,6,8,21.819342913429256,1.5779339090004214,10050,"1,58,95,124,164,204",32.21111336062058,0.9935392435444438,0.9528953377455416,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,GWO,6,9,21.7414213149375,1.5659499659996072,10050,"1,31,62,110,155,204",31.369587265708816,0.992119051891414,0.9413809583246244,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,MPA,6,0,21.811084890422265,1.4231762420022278,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,MPA,6,1,21.811084890422265,1.4356288409981062,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,MPA,6,2,21.79798577427855,1.3998642260012275,10050,"2,58,106,140,177,211",31.343737638522263,0.9921263597820892,0.9416303825932346,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,MPA,6,3,21.79218909371177,1.410625701002573,10050,"1,58,108,142,178,214",31.145877395523907,0.9917268110457781,0.9393850572988488,0.5948616600790514,0.42334739803094235,0.43107769423558895,0.999996527117391
BraTS20_Training_015_z81,MPA,6,4,21.804707147950676,1.4022311289991194,10050,"2,58,95,125,164,204",32.26442468023403,0.9936136786320777,0.9530115789676509,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,MPA,6,5,21.81081556469571,1.4153568969995831,10050,"1,58,105,140,175,211",31.36037519562958,0.9921166572576898,0.9424455415478387,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,MPA,6,6,21.811084890422265,1.4127072929986753,10050,"1,58,105,139,175,211",31.373050415009732,0.9921496174745236,0.9424665273530834,0.6243667068757539,0.45387583304103823,0.4633011099176513,0.999996050447229
BraTS20_Training_015_z81,MPA,6,7,21.75156409887725,1.4420380139999907,10050,"1,29,58,110,155,204",31.160331932838115,0.9917688677056703,0.9381157445607099,0.6818495514147688,0.5172774869109947,0.5306122448979592,0.9999950971069049
BraTS20_Training_015_z81,MPA,6,8,21.811758953153454,1.4032040919992141,10050,"1,58,95,124,165,209",32.26180441393604,0.9936216898241904,0.9527482519158504,0.6435196195005946,0.4744039270687237,0.48442534908700324,0.9999959823514916
